abandoned,area,barrel,burn,burned,burning,camp,campfire,carbon,caught,cause,caused,cigarette,complex,debris,discarded,dry,escaped,exhaust,extinguished,failure,fell,fireworks,fuels,grass,ground,hot,human,ignited,illegal,investigation,juniper,landowner,left,lighting,lightning,likely,line,lines,lit,metal,mower,origin,permit,pile,piles,pine,pole,ponderosa,power,powerline,powerlines,probable,road,rock,season,single,slash,sparks,spread,started,strike,struck,structure,trailer,transient,tree,unable,unattended,unknown,use,vehicle,warming,wildland,wind
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,powerline,,,,,,,,,,,,,,,,tree,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line,,,,,,,,,,,,power,,,,,,,,,,,,,,,,,,,,,,,,,
,,,burn,,,,,,,,,,,debris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,burn,,,,,,,,,,,debris,,,escaped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,burning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,burning,,,,,,,,,debris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,piles,,,,,,,,,,,,slash,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,struck,,,,tree,,,,,,,,
,,,burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lit,,,,permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,escaped,,,,,,,,,,,,,,,,,lighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wind
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landowner,,,,,,,lit,,,,,,piles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,burned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spread,started,,,structure,,,,,,,,,,wildland,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,camp,campfire,,,,,,,,,,,,,,,,,,,hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,area,,burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,piles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,caused,,,,,,,,,,,,,,,,,,,,,,,,lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,caused,,,,,,,,,,,,,,,,,,,,,,,,lightning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,burning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,spread,,,,,,,,,,,,,,wildland,
,,,burn,,,,,,,,,,,debris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,burning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trailer,,,,,,,,,,
,,,,,,,,,,,,,,,discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,burning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,cause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,probable,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,cause,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,use,,,,
,,,,,,,,,,,,cigarette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,probable,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,caused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,burning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,cigarette,,,,,,,,,,,,,,,,,,,,,,,,,,,lit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,cigarette,,,discarded,,,,,,,,,,,,,,,,,,,,,,,,lit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rock,,,,,,,,struck,,,,,,,,,,,,
,,,,,,,,,,,caused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
